NC_genome COG Start End Ui
NC_012622 COG2244 581174 582583 19
NC_012622 COG0438 585148 586311 11
NC_012622 COG1216 586325 587275 11
NC_012622 COG1215 588352 588756 4
NC_012622 COG3328 588929 590167 17
NC_012622 COG3547 592107 592457 4
NC_012622 COG3677 594024 594758 9
NC_012622 COG0438 596998 598206 10
NC_012622 COG3677 598857 599591 7
NC_012622 COG0463 600226 600993 7
NC_012622 COG1337 602887 603855 10
NC_012622 COG0675 608336 609496 18
NC_012622 COG0675 613495 614004 6
NC_012622 COG3547 615320 616264 11
NC_012622 COG1848 617031 617441 3
NC_012622 COG3356 618983 619324 5
NC_012622 COG2452 619542 620183 9
NC_012622 COG0675 620167 621387 10
NC_012622 COG1078 621720 622484 3
NC_012622 COG1088 623519 624469 5
NC_012622 COG1209 624466 625506 11
NC_012622 COG1091 625507 626331 6
NC_012622 COG1898 626468 627004 4
NC_012622 COG2402 627282 627665 2
NC_012622 COG3547 628261 629205 4
NC_012622 COG3385 629307 630344 15
NC_012622 COG1672 631026 632288 9
NC_012622 COG1753 633696 633905 1
NC_012622 COG1487 633893 634285 9
NC_012622 COG4113 635118 635513 6
NC_012622 COG1277 637228 638061 9
NC_012622 COG1131 638054 638947 7
NC_012622 COG0334 641513 642772 12
NC_012622 COG0675 643355 644569 10
NC_012622 COG2452 644553 645194 5
NC_012622 COG1336 646647 647516 9
NC_012622 COG1367 648008 649474 20
NC_012622 COG1604 649582 650379 5
NC_012622 COG1353 650361 653480 26
NC_012622 COG1769 653473 654378 8
NC_012622 COG3385 654958 655932 11
NC_012622 COG3547 656185 657336 11
NC_012622 COG1672 657738 658901 14
NC_012622 COG0422 658936 659421 4
NC_012622 COG2452 659461 660075 2
NC_012622 COG3328 660101 661345 13
NC_012622 COG0675 661426 662640 8
NC_012622 COG0422 662669 662824 0
NC_012622 COG0059 662867 663865 12
NC_012622 COG3342 664359 665165 6
NC_012622 COG4354 665637 667622 26
NC_012622 COG1473 669100 670281 8
NC_012622 COG0463 670919 671647 10
NC_012622 COG0330 674339 675205 5
NC_012622 COG3885 675997 676770 9
NC_012622 COG1373 677031 677450 7
NC_012622 COG1848 679650 679958 1
NC_012622 COG2002 679955 680221 4
NC_012622 COG2002 680592 680828 1
NC_012622 COG1848 680806 681204 7
NC_012622 COG1662 681472 682203 9
NC_012622 COG4113 682608 683000 4
NC_012622 COG3547 683174 684118 5
NC_012622 COG0675 684223 685251 13
NC_012622 COG1487 685644 686021 1
NC_012622 COG1662 686401 687126 5
NC_012622 COG1336 687801 688661 8
NC_012622 COG1367 689116 690531 17
NC_012622 COG1604 690533 691384 8
NC_012622 COG1353 691381 694572 24
NC_012622 COG1769 694572 695573 17
NC_012622 COG3547 695665 695841 1
NC_012622 COG3328 695898 696335 7
NC_012622 COG1468 701788 702315 4
NC_012622 COG1343 702303 702587 3
NC_012622 COG2452 702620 703225 5
NC_012622 COG0675 703203 704498 15
NC_012622 COG1518 704620 705492 10
NC_012622 COG4343 705535 706386 5
NC_012622 COG1857 710307 711272 14
NC_012622 COG1688 711288 712010 9
NC_012622 COG1203 711994 713499 19
NC_012622 COG2254 713496 714215 9
NC_012622 COG5551 715233 716129 7
NC_012622 COG3547 717696 718763 11
NC_012622 COG1529 719193 721460 21
NC_012622 COG1024 721463 722227 13
NC_012622 COG0365 722295 724046 20
NC_012622 COG3413 724120 724773 3
NC_012622 COG2814 724988 726331 18
NC_012622 COG1064 726328 727362 15
NC_012622 COG0043 727379 728815 11
NC_012622 COG4638 728888 730204 12
NC_012622 COG5517 730201 730713 5
NC_012622 COG3335 731131 731451 6
NC_012622 COG1662 732154 732354 1
NC_012622 COG0491 732750 733598 11
NC_012622 COG3413 733595 734242 11
NC_012622 COG3508 734275 735429 12
NC_012622 COG2141 735514 736542 10
NC_012622 COG1804 738481 739656 13
NC_012622 COG2030 739658 740080 2
NC_012622 COG1063 740191 741144 12
NC_012622 COG2271 741152 742414 18
NC_012622 COG1028 744893 745663 9
NC_012622 COG0508 745790 746974 12
NC_012622 COG3199 746956 747975 10
NC_012622 COG0022 747983 748957 3
NC_012622 COG1071 748970 749968 7
NC_012622 COG1249 750679 751905 21
NC_012622 COG0365 752096 752455 3
NC_012622 COG0318 752471 754147 14
NC_012622 COG1250 754496 756469 17
NC_012622 COG0095 758690 759835 8
NC_012622 COG1960 759925 761469 9
NC_012622 COG3255 761472 762152 9
NC_012622 COG0491 762234 763235 9
NC_012622 COG1545 763225 763593 6
NC_012622 COG0183 763590 764759 9
NC_012622 COG0183 764913 766100 13
NC_012622 COG1545 766106 766651 7
NC_012622 COG2030 766743 767201 1
NC_012622 COG0318 767269 768618 14
NC_012622 COG3328 768639 769877 19
NC_012622 COG0318 770013 770285 2
NC_012622 COG4948 770286 771398 13
NC_012622 COG2159 772781 773644 7
NC_012622 COG0365 773822 775666 17
NC_012622 COG4689 775743 776525 6
NC_012622 COG0365 778474 780021 21
NC_012622 COG0095 780140 781234 8
NC_012622 COG3327 781318 782103 12
NC_012622 COG0318 782139 782699 3
NC_012622 COG0318 783991 784782 8
NC_012622 COG2050 784794 785192 4
NC_012622 COG0412 785234 786157 12
NC_012622 COG0425 789956 790189 1
NC_012622 COG3552 790175 791164 19
NC_012622 COG0714 791130 792002 7
NC_012622 COG1529 792042 794405 26
NC_012622 COG2080 794406 794888 4
NC_012622 COG1319 794890 795777 8
NC_012622 COG1975 795838 796707 9
NC_012622 COG1251 798276 799508 13
NC_012622 COG2159 799933 800883 14
NC_012622 COG0717 802382 802861 3
NC_012622 COG3677 804252 804986 6
NC_012622 COG1131 805109 805861 10
NC_012622 COG1051 810855 811289 2
NC_012622 COG1848 811614 812000 4
NC_012622 COG0589 812516 812947 7
NC_012622 COG0474 813079 815466 21
NC_012622 COG0393 816322 816666 3
NC_012622 COG2452 817004 817645 11
NC_012622 COG0675 817617 818849 13
NC_012622 COG1975 822270 822845 7
NC_012622 COG0531 822951 824282 10
NC_012622 COG2452 825948 826589 5
NC_012622 COG0675 826561 827790 14
NC_012622 COG0417 829004 830671 16
NC_012622 COG1061 832329 834329 17
NC_012622 COG3189 836845 837189 5
NC_012622 COG3413 837207 837818 5
NC_012622 COG1228 838016 839194 13
NC_012622 COG0348 839303 841123 22
NC_012622 COG4591 841195 842382 12
NC_012622 COG1373 842656 842892 3
NC_012622 COG2324 847256 847936 8
NC_012622 COG2226 848095 848790 8
NC_012622 COG0518 851555 852184 7
NC_012622 COG0501 852450 853385 7
NC_012622 COG1968 853406 853744 7
NC_012622 COG0467 853746 854507 7
NC_012622 COG2355 855685 856623 6
NC_012622 COG0589 857221 857652 4
NC_012622 COG2151 857645 858067 4
NC_012622 COG1708 859285 859776 10
NC_012622 COG2250 859766 860203 7
NC_012622 COG3350 860318 860641 3
NC_012622 COG1225 861585 862010 3
NC_012622 COG3945 864035 864520 5
NC_012622 COG3794 864587 865351 4
NC_012622 COG4309 867433 868032 10
NC_012622 COG1228 868084 869274 6
NC_012622 COG2226 871501 872199 8
NC_012622 COG0531 873149 874525 12
NC_012622 COG3374 874508 875200 7
NC_012622 COG1042 875313 877295 17
NC_012622 COG5592 878577 879017 0
NC_012622 COG3829 879376 879744 6
NC_012622 COG4591 880087 881331 10
NC_012622 COG1361 881328 883739 31
NC_012622 COG1136 883885 884583 8
NC_012622 COG0491 885687 886382 8
NC_012622 COG0145 887071 889005 25
NC_012622 COG0146 889002 890534 22
NC_012622 COG3677 891791 892525 3
NC_012622 COG0603 894888 895487 5
NC_012622 COG2146 895698 896000 3
NC_012622 COG0425 898131 898373 8
NC_012622 COG0826 898388 899545 11
NC_012622 COG1024 899660 900463 11
NC_012622 COG3396 900473 901243 7
NC_012622 COG3396 901345 902049 6
NC_012622 COG0365 902119 903714 13
NC_012622 COG3327 903827 904627 7
NC_012622 COG0121 904665 905351 0
NC_012622 COG1902 906324 907991 16
NC_012622 COG2226 909797 910360 7
NC_012622 COG1011 910439 911077 4
NC_012622 COG1123 911889 913481 15
NC_012622 COG0619 913465 914430 8
NC_012622 COG0513 916715 917797 12
NC_012622 COG2211 920721 922004 11
NC_012622 COG1228 922014 923240 11
NC_012622 COG0365 923287 924783 15
NC_012622 COG1953 924788 926266 21
NC_012622 COG0531 926662 928512 15
NC_012622 COG0334 928823 930082 8
NC_012622 COG2259 931393 931929 3
NC_012622 COG4953 932783 935410 28
NC_012622 COG2814 936193 937611 19
NC_012622 COG5592 939564 940049 4
NC_012622 COG3384 940165 940938 8
NC_012622 COG2368 940990 942465 21
NC_012622 COG2514 942462 943409 12
NC_012622 COG1853 943465 943932 6
NC_012622 COG2814 943988 945466 11
NC_012622 COG3413 945598 946230 1
NC_012622 COG0365 946222 948090 17
NC_012622 COG1960 948191 949306 6
NC_012622 COG0183 949370 950515 7
NC_012622 COG0183 950512 951690 12
NC_012622 COG1545 951702 952199 3
NC_012622 COG1545 952200 952634 4
NC_012622 COG3328 954218 955462 11
NC_012622 COG3385 955578 956195 4
NC_012622 COG1012 956475 957884 10
NC_012622 COG0535 958017 959069 12
NC_012622 COG0535 959042 960178 14
NC_012622 COG2366 965804 968272 28
NC_012622 COG3547 968817 969062 3
NC_012622 COG3547 969191 969724 7
NC_012622 COG2250 970171 970560 5
NC_012622 COG2814 971286 972425 8
NC_012622 COG2271 972622 973998 20
NC_012622 COG2226 974079 974612 6
NC_012622 COG0436 974760 975830 6
NC_012622 COG1591 975902 976309 4
NC_012622 COG0530 978246 979175 13
NC_012622 COG0531 979212 980465 20
NC_012622 COG1449 980473 983181 19
NC_012622 COG2182 983404 984981 16
NC_012622 COG1175 984990 985868 11
NC_012622 COG3833 985879 986760 6
NC_012622 COG3839 986757 987863 8
NC_012622 COG3387 987860 989719 13
NC_012622 COG2814 989845 991266 10
NC_012622 COG2250 991926 992354 4
NC_012622 COG1011 993071 993667 3
NC_012622 COG1669 993711 994124 6
NC_012622 COG2250 994087 994446 2
NC_012622 COG1960 994699 995499 13
NC_012622 COG1373 995485 996783 18
NC_012622 COG2030 997011 997445 7
NC_012622 COG1960 997474 998565 6
NC_012622 COG0312 998646 999875 8
NC_012622 COG0312 999868 1001244 14
NC_012622 COG2235 1003740 1004765 13
NC_012622 COG1350 1005866 1007155 9
NC_012622 COG1131 1007123 1008073 7
NC_012622 COG2271 1008924 1010039 13
NC_012622 COG4934 1010210 1014019 45
NC_012622 COG0475 1015180 1016355 7
NC_012622 COG2048 1019634 1020551 9
NC_012622 COG1150 1020548 1021240 7
NC_012622 COG1148 1021954 1023060 7
NC_012622 COG2048 1023118 1024431 11
NC_012622 COG1150 1024639 1025481 5
NC_012622 COG0425 1025550 1025792 0
NC_012622 COG2210 1025804 1026235 3
NC_012622 COG2044 1026393 1026794 1
NC_012622 COG1249 1026805 1028142 14
NC_012622 COG3634 1028470 1029030 8
NC_012622 COG2427 1029375 1030634 10
NC_012622 COG0123 1030599 1031636 11
NC_012622 COG2516 1032423 1033478 4
NC_012622 COG1856 1033475 1034344 7
NC_012622 COG0095 1034377 1035411 11
NC_012622 COG1832 1035518 1035982 7
NC_012622 COG3355 1036015 1036350 3
NC_012622 COG0425 1036333 1036599 2
NC_012622 COG3350 1036647 1036814 1
NC_012622 COG3355 1036827 1037204 6
NC_012622 COG0509 1038236 1038658 5
NC_012622 COG2271 1038955 1040091 17
NC_012622 COG3355 1040616 1040999 4
NC_012622 COG4345 1041859 1042323 7
NC_012622 COG1048 1043177 1045744 21
NC_012622 COG1530 1045728 1047002 9
NC_012622 COG2304 1047701 1048843 12
NC_012622 COG0639 1048854 1049660 5
NC_012622 COG1716 1049660 1050286 6
NC_012622 COG2304 1050341 1051411 9
NC_012622 COG2419 1051408 1052331 11
NC_012622 COG2057 1052717 1053454 8
NC_012622 COG1788 1053429 1054289 6
NC_012622 COG1846 1054317 1054778 8
NC_012622 COG4591 1054779 1055975 17
NC_012622 COG1361 1055972 1058479 34
NC_012622 COG1136 1058476 1059153 9
NC_012622 COG0114 1059224 1060561 13
NC_012622 COG2905 1061219 1061593 2
NC_012622 COG2761 1061605 1062282 5
NC_012622 COG0833 1062545 1064464 17
NC_012622 COG0693 1064554 1065075 6
NC_012622 COG2005 1065080 1065439 4
NC_012622 COG0026 1065436 1066533 14
NC_012622 COG0041 1066505 1066981 7
NC_012622 COG0277 1067016 1067930 7
NC_012622 COG1846 1067931 1068209 5
NC_012622 COG0509 1069355 1069801 7
NC_012622 COG0095 1069803 1070903 11
NC_012622 COG1765 1072032 1072448 8
NC_012622 COG3547 1073424 1074572 4
NC_012622 COG0004 1075205 1076731 19
NC_012622 COG1287 1079120 1081414 26
NC_012622 COG2260 1081404 1081574 2
NC_012622 COG1093 1081571 1082371 9
NC_012622 COG2051 1082374 1082571 3
NC_012622 COG1631 1082571 1082858 3
NC_012622 COG1467 1083300 1084292 15
NC_012622 COG0592 1084258 1084995 10
NC_012622 COG1100 1085030 1085797 11
NC_012622 COG0462 1085852 1086727 9
NC_012622 COG1041 1086724 1087662 14
NC_012622 COG1234 1087659 1088534 6
NC_012622 COG1931 1088535 1088972 6
NC_012622 COG0237 1088965 1089531 3
NC_012622 COG1514 1089550 1090134 3
NC_012622 COG1746 1090094 1091332 18
NC_012622 COG2112 1091320 1091919 6
NC_012622 COG1136 1094628 1095242 5
NC_012622 COG0555 1098252 1099049 9
NC_012622 COG0725 1099024 1100232 17
NC_012622 COG0300 1100271 1101014 5
NC_012622 COG3383 1101048 1103021 25
NC_012622 COG0084 1103076 1103774 6
NC_012622 COG0650 1104961 1105914 9
NC_012622 COG4237 1105922 1106563 8
NC_012622 COG0651 1106569 1107891 12
NC_012622 COG3261 1107888 1109063 13
NC_012622 COG3260 1109060 1109665 4
NC_012622 COG0651 1109662 1111407 16
NC_012622 COG2897 1111777 1112598 7
NC_012622 COG3376 1112757 1113863 11
NC_012622 COG0028 1120623 1122272 11
NC_012622 COG1252 1122273 1123268 12
NC_012622 COG0531 1124230 1125636 19
NC_012622 COG3413 1125705 1126334 7
NC_012622 COG0624 1126430 1127560 14
NC_012622 COG0277 1128453 1129688 9
NC_012622 COG3839 1129880 1130854 11
NC_012622 COG0395 1130851 1131654 10
NC_012622 COG1175 1131656 1132474 3
NC_012622 COG1653 1132480 1133913 21
NC_012622 COG0379 1134157 1135095 7
NC_012622 COG0029 1135183 1136595 10
NC_012622 COG0157 1136592 1137419 7
NC_012622 COG3439 1137461 1137832 4
NC_012622 COG1695 1137815 1138162 5
NC_012622 COG2271 1138195 1139385 12
NC_012622 COG3408 1139424 1141268 16
NC_012622 COG3387 1141276 1143144 17
NC_012622 COG1208 1143159 1144424 8
NC_012622 COG1449 1144462 1145805 9
NC_012622 COG0297 1145792 1147492 18
NC_012622 COG0665 1148186 1149283 15
NC_012622 COG0469 1150892 1152241 16
NC_012622 COG2149 1152230 1152565 5
NC_012622 COG0120 1152701 1153384 7
NC_012622 COG0119 1153513 1154898 14
NC_012622 COG0528 1155243 1155923 8
NC_012622 COG1028 1156250 1157047 11
NC_012622 COG2084 1157075 1157944 6
NC_012622 COG1258 1157968 1159080 17
NC_012622 COG0541 1159049 1160392 9
NC_012622 COG0231 1160395 1160790 6
NC_012622 COG1697 1161135 1162304 6
NC_012622 COG1389 1162301 1163893 22
NC_012622 COG1899 1163922 1164860 6
NC_012622 COG1690 1164857 1166305 14
NC_012622 COG1201 1166694 1169489 22
NC_012622 COG1581 1169601 1169870 4
NC_012622 COG1110 1169835 1173335 35
NC_012622 COG1581 1173455 1173748 7
NC_012622 COG1061 1174996 1176678 14
NC_012622 COG0721 1177120 1177413 1
NC_012622 COG0154 1177418 1178842 15
NC_012622 COG0731 1178870 1179955 9
NC_012622 COG1339 1180043 1180615 4
NC_012622 COG0615 1180612 1181292 6
NC_012622 COG1798 1181274 1182047 2
NC_012622 COG1407 1182090 1182845 7
NC_012622 COG2101 1182946 1183491 5
NC_012622 COG2971 1183480 1184325 11
NC_012622 COG2237 1184564 1185631 12
NC_012622 COG1340 1185603 1186499 6
NC_012622 COG1405 1186923 1187804 5
NC_012622 COG2512 1187986 1188363 1
NC_012622 COG1867 1188355 1189491 17
NC_012622 COG1395 1189457 1190389 8
NC_012622 COG2083 1190393 1190809 2
NC_012622 COG1889 1190814 1191512 7
NC_012622 COG1498 1191518 1192759 13
NC_012622 COG4919 1192825 1192983 1
NC_012622 COG0252 1193017 1194354 13
NC_012622 COG2511 1194347 1196248 20
NC_012622 COG2522 1197354 1197722 1
NC_012622 COG0209 1197776 1200292 28
NC_012622 COG4342 1200579 1201310 7
NC_012622 COG1846 1204082 1206145 24
NC_012622 COG1475 1206129 1206833 7
NC_012622 COG0719 1207677 1208846 13
NC_012622 COG0719 1208833 1210272 20
NC_012622 COG0396 1210338 1211084 8
NC_012622 COG0704 1211101 1212102 9
NC_012622 COG1938 1212553 1213308 7
NC_012622 COG0509 1213301 1213714 1
NC_012622 COG0404 1213726 1214766 11
NC_012622 COG0403 1214801 1216168 16
NC_012622 COG1003 1216149 1217678 10
NC_012622 COG0148 1218750 1220009 11
NC_012622 COG5491 1221170 1221949 8
NC_012622 COG0464 1221965 1223083 17
NC_012622 COG0550 1223109 1225142 23
NC_012622 COG1758 1225148 1225411 2
NC_012622 COG0075 1225427 1226548 5
NC_012622 COG0111 1226545 1227516 8
NC_012622 COG1059 1227718 1228341 9
NC_012622 COG0644 1230072 1231067 16
NC_012622 COG0525 1231055 1233583 23
NC_012622 COG0436 1233597 1234802 13
NC_012622 COG0134 1234821 1235567 8
NC_012622 COG0512 1235571 1236158 6
NC_012622 COG0147 1236159 1237424 11
NC_012622 COG0135 1237402 1238016 3
NC_012622 COG0547 1238009 1239046 11
NC_012622 COG0159 1239033 1239764 10
NC_012622 COG1350 1239757 1241034 23
NC_012622 COG1254 1241086 1241358 3
NC_012622 COG1260 1241452 1242531 9
NC_012622 COG0574 1242784 1245186 29
NC_012622 COG5491 1245261 1245926 8
NC_012622 COG0043 1246264 1247709 15
NC_012622 COG0498 1247803 1248993 9
NC_012622 COG0527 1248977 1250317 16
NC_012622 COG0136 1250310 1251362 20
NC_012622 COG0613 1251362 1252021 13
NC_012622 COG1602 1251984 1253210 9
NC_012622 COG0078 1253203 1254126 7
NC_012622 COG3199 1254772 1255842 12
NC_012622 COG0459 1258837 1260519 12
NC_012622 COG0018 1262062 1263939 20
NC_012622 COG1698 1264633 1264902 3
NC_012622 COG1645 1264953 1265309 4
NC_012622 COG0125 1265287 1265856 4
NC_012622 COG1341 1265844 1266926 12
NC_012622 COG0468 1267489 1268016 2
NC_012622 COG0575 1268007 1268507 11
NC_012622 COG1241 1269073 1271133 17
NC_012622 COG1818 1271695 1272210 3
NC_012622 COG1474 1272246 1273487 8
NC_012622 COG0315 1273725 1274174 6
NC_012622 COG0470 1274171 1275388 9
NC_012622 COG0470 1275385 1276377 14
NC_012622 COG1881 1276399 1276848 3
NC_012622 COG0638 1276929 1277564 5
NC_012622 COG0154 1277620 1278813 12
NC_012622 COG1064 1279019 1280020 12
NC_012622 COG0054 1281573 1283489 17
NC_012622 COG0371 1283562 1284617 14
NC_012622 COG1047 1284614 1285321 6
NC_012622 COG1958 1285756 1285986 2
NC_012622 COG2126 1286001 1286186 2
NC_012622 COG0421 1286186 1287091 9
NC_012622 COG0499 1287707 1289035 10
NC_012622 COG2139 1291254 1291559 6
NC_012622 COG1460 1291567 1291908 2
NC_012622 COG1491 1291983 1292576 10
NC_012622 COG0030 1292633 1293229 6
NC_012622 COG2890 1293181 1293804 7
NC_012622 COG0565 1293776 1294489 6
NC_012622 COG1890 1294479 1295105 6
NC_012622 COG1208 1295077 1296300 19
NC_012622 COG0012 1296277 1297482 13
NC_012622 COG1632 1297544 1298194 6
NC_012622 COG1325 1298197 1298646 5
NC_012622 COG1603 1298612 1299172 7
NC_012622 COG1369 1299147 1299578 2
NC_012622 COG0638 1299677 1300402 11
NC_012622 COG1500 1300420 1301121 6
NC_012622 COG1097 1301124 1301867 7
NC_012622 COG0689 1301833 1302570 8
NC_012622 COG2123 1302573 1303400 9
NC_012622 COG1997 1303416 1303628 2
NC_012622 COG2136 1303507 1304121 4
NC_012622 COG1382 1304350 1304730 3
NC_012622 COG1948 1304752 1305453 9
NC_012622 COG0480 1305532 1307742 21
NC_012622 COG1011 1307749 1308477 6
NC_012622 COG4882 1308460 1309926 9
NC_012622 COG2457 1309936 1310523 1
NC_012622 COG0473 1310536 1311546 6
NC_012622 COG0060 1311848 1314790 32
NC_012622 COG2106 1314787 1315536 8
NC_012622 COG0087 1315587 1316642 8
NC_012622 COG0088 1316649 1317452 12
NC_012622 COG0089 1317454 1317699 1
NC_012622 COG0090 1317711 1318427 6
NC_012622 COG0185 1318464 1318886 5
NC_012622 COG0091 1318893 1319366 4
NC_012622 COG0092 1319407 1320057 4
NC_012622 COG0255 1320054 1320281 2
NC_012622 COG1588 1320295 1320534 1
NC_012622 COG0186 1320544 1320888 4
NC_012622 COG0093 1320890 1321306 8
NC_012622 COG0198 1321312 1321671 4
NC_012622 COG1471 1321678 1322397 10
NC_012622 COG0094 1322399 1322938 4
NC_012622 COG0199 1322944 1323108 1
NC_012622 COG0096 1323115 1323516 4
NC_012622 COG0097 1323528 1324073 7
NC_012622 COG1717 1324070 1324486 8
NC_012622 COG2147 1324483 1324941 6
NC_012622 COG0256 1324944 1325534 6
NC_012622 COG0098 1325527 1326180 8
NC_012622 COG1841 1326187 1326663 7
NC_012622 COG0200 1326665 1327099 3
NC_012622 COG0201 1327116 1328525 12
NC_012622 COG2019 1328528 1329115 10
NC_012622 COG2174 1329583 1329840 5
NC_012622 COG1102 1329888 1330457 5
NC_012622 COG1371 1331784 1332203 1
NC_012622 COG1913 1332181 1332732 8
NC_012622 COG1136 1333053 1333469 5
NC_012622 COG1136 1333557 1333673 2
NC_012622 COG4591 1338467 1339069 5
NC_012622 COG0069 1339913 1342057 20
NC_012622 COG0067 1342057 1344036 26
NC_012622 COG0438 1344023 1345090 10
NC_012622 COG1215 1345110 1345994 8
NC_012622 COG0402 1345962 1347197 9
NC_012622 COG0018 1347167 1347835 7
NC_012622 COG0746 1348222 1348806 6
NC_012622 COG0303 1348784 1349953 8
NC_012622 COG1763 1349987 1350496 6
NC_012622 COG2524 1350480 1351202 5
NC_012622 COG2226 1351199 1351897 8
NC_012622 COG1321 1353030 1353668 4
NC_012622 COG2379 1354002 1355204 16
NC_012622 COG0377 1355183 1355695 8
NC_012622 COG0009 1355825 1356901 11
NC_012622 COG0340 1356879 1357565 7
NC_012622 COG0312 1357560 1358807 13
NC_012622 COG0312 1358797 1360134 17
NC_012622 COG0864 1360168 1360569 3
NC_012622 COG3382 1360556 1361230 11
NC_012622 COG0460 1361227 1362171 5
NC_012622 COG0109 1362207 1363064 9
NC_012622 COG1024 1363680 1364438 4
NC_012622 COG1180 1364431 1365486 13
NC_012622 COG1547 1365548 1366000 5
NC_012622 COG1839 1365929 1366417 3
NC_012622 COG3435 1367610 1368146 7
NC_012622 COG3677 1368173 1368901 10
NC_012622 COG1250 1368988 1369956 10
NC_012622 COG2178 1369986 1370618 6
NC_012622 COG0189 1370599 1371447 4
NC_012622 COG0458 1371448 1374603 28
NC_012622 COG0505 1374600 1375703 13
NC_012622 COG0165 1375687 1377021 13
NC_012622 COG0137 1377021 1378241 12
NC_012622 COG0864 1378285 1378515 0
NC_012622 COG0150 1379028 1379996 10
NC_012622 COG0151 1379993 1381432 17
NC_012622 COG0034 1381438 1382643 12
NC_012622 COG0034 1382649 1384004 11
NC_012622 COG0046 1383997 1386126 15
NC_012622 COG0047 1386117 1386791 3
NC_012622 COG1828 1386788 1387042 2
NC_012622 COG0152 1387054 1387755 9
NC_012622 COG0073 1387853 1388209 4
NC_012622 COG1084 1388203 1389201 9
NC_012622 COG0602 1389182 1389808 5
NC_012622 COG1590 1389746 1390417 6
NC_012622 COG0640 1390879 1391199 8
NC_012622 COG5491 1391239 1391745 8
NC_012622 COG0704 1391763 1392773 8
NC_012622 COG0284 1393391 1394059 5
NC_012622 COG0461 1394046 1394633 7
NC_012622 COG0540 1394697 1395608 6
NC_012622 COG1781 1395601 1396080 2
NC_012622 COG0543 1396077 1396679 5
NC_012622 COG0044 1396663 1397832 13
NC_012622 COG0167 1397829 1398701 17
NC_012622 COG2095 1399306 1399914 13
NC_012622 COG1522 1399957 1400442 2
NC_012622 COG1594 1400442 1400792 4
NC_012622 COG1032 1401122 1402642 13
NC_012622 COG0172 1402643 1404016 17
NC_012622 COG2151 1404042 1404440 4
NC_012622 COG0139 1404467 1404829 4
NC_012622 COG0118 1404832 1405431 7
NC_012622 COG0140 1405428 1405712 1
NC_012622 COG0141 1405705 1406901 14
NC_012622 COG0107 1406898 1407653 8
NC_012622 COG0131 1407650 1408231 7
NC_012622 COG0106 1408224 1408922 8
NC_012622 COG0040 1408923 1409783 13
NC_012622 COG0079 1409761 1410891 8
NC_012622 COG0495 1411476 1414310 32
NC_012622 COG2096 1414393 1414917 2
NC_012622 COG0037 1414893 1415864 9
NC_012622 COG1888 1415854 1416141 1
NC_012622 COG1586 1416259 1416627 3
NC_012622 COG0644 1416657 1417544 4
NC_012622 COG0382 1417775 1418599 5
NC_012622 COG1161 1419608 1420396 10
NC_012622 COG4996 1420389 1420889 1
NC_012622 COG0028 1421098 1422816 15
NC_012622 COG0059 1423158 1424165 12
NC_012622 COG1591 1424198 1424629 6
NC_012622 COG1855 1424626 1426143 14
NC_012622 COG0311 1426195 1426797 5
NC_012622 COG0214 1426794 1427810 9
NC_012622 COG4830 1427845 1428132 2
NC_012622 COG0442 1428167 1429612 21
NC_012622 COG1394 1430131 1430772 5
NC_012622 COG1156 1430769 1432160 7
NC_012622 COG1155 1432160 1433938 17
NC_012622 COG1390 1433941 1434525 1
NC_012622 COG1436 1434531 1434833 5
NC_012622 COG1269 1434908 1437013 25
NC_012622 COG0143 1437002 1438897 15
NC_012622 COG2219 1438785 1439708 11
NC_012622 COG0558 1439687 1440274 5
NC_012622 COG2265 1440648 1441133 6
NC_012622 COG5399 1441130 1441564 4
NC_012622 COG0417 1441645 1444296 27
NC_012622 COG2042 1444826 1445326 8
NC_012622 COG0668 1445487 1446431 5
NC_012622 COG0126 1447375 1448622 16
NC_012622 COG0057 1448615 1449637 10
NC_012622 COG0589 1449634 1450044 2
NC_012622 COG0112 1450037 1451338 15
NC_012622 COG1257 1451381 1452613 16
NC_012622 COG1545 1452610 1453008 4
NC_012622 COG0183 1453014 1454093 9
NC_012622 COG3425 1454093 1455145 10
NC_012622 COG1586 1455253 1455657 2
NC_012622 COG0603 1459966 1460700 6
NC_012622 COG3415 1462036 1462266 2
NC_012622 COG1848 1463228 1463731 9
NC_012622 COG2433 1466897 1467193 6
NC_012622 COG1846 1469601 1469903 2
NC_012622 COG4742 1470000 1470284 2
NC_012622 COG3505 1482836 1485880 23
NC_012622 COG1192 1492532 1493476 14
NC_012622 COG1475 1493473 1494783 19
NC_012622 COG1497 1494780 1495061 1
NC_012622 COG1321 1495149 1495448 3
NC_012622 COG3451 1496982 1498856 22
NC_012622 COG4742 1506007 1506390 5
NC_012622 COG1562 1511181 1512077 17
NC_012622 COG1233 1512610 1514019 14
NC_012622 COG3547 1518929 1519324 4
NC_012622 COG1777 1521234 1523735 30
NC_012622 COG3328 1526459 1527697 8
NC_012622 COG3794 1529400 1531076 18
NC_012622 COG2002 1533068 1533223 1
NC_012622 COG1957 1533220 1534155 4
NC_012622 COG0495 1534158 1536962 35
NC_012622 COG0685 1538868 1539557 8
NC_012622 COG0345 1545612 1546436 7
NC_012622 COG1801 1546521 1547183 1
NC_012622 COG0498 1547180 1548205 24
NC_012622 COG0581 1548429 1549247 13
NC_012622 COG0573 1549244 1550128 10
NC_012622 COG0226 1550131 1551348 16
NC_012622 COG1117 1551494 1552267 14
